quality	left_url	right_url
right	https://progorodnn.ru/news/88137	https://tass.ru/ekonomika/8555211
right	https://stavropolye.tv/news/134295	https://newstracker.ru/news/society/25-05-2020/na-stavropolie-postroyat-samyy-bolshoy-skeyt-park-v-skfo
right	https://newinform.com/227223-novaya-gazeta-v-ocherednoi-raz-pokazala-svoe-neuvazhenie-k-rossiyanam-i-rossii	https://newinform.com/227235-radi-diskreditacii-rossii-novaya-gazeta-gotova-na-opravdanie-terrorizma-schitaet-fan
right	https://bombardir.ru/news/604574-Villash-Boash-reshil-ostatsya-v-Marsele%20	https://russian.rt.com/sport/news/749637-villash-boash-trener-marsel
right	https://delo.ua/econonomyandpoliticsinukraine/shmygal-hochet-razdelit-dva-ministerstva-na-nesk-368851/	https://telegraf.com.ua/biznes/ekonomika/5481553-v-kabmine-anonsirovali-poyavlenie-novogo-agrarnogo-ministerstva.html
right	https://ukranews.com/news/704396-neizvestnye-izbili-kastetom-zama-glavracha-instituta-raka-pryamo-u-vhoda-v-bolnitsu	https://interfax.com.ua/news/general/664544.html
right	https://liganews.net/world/19279_1590417378	https://www.obozrevatel.com/politics/zelenskij-mozhet-razrushit-otnosheniya-s-ssha-iz-za-presledovaniya-poroshenko-the-washington-post.htm
left	https://www.newsru.com/realty/25may2020/ipoteka_vznos.html?utm_source=rss	https://realnoevremya.ru/news/175697-v-rossii-planiruyut-snizit-pervonachalnyy-vznos-po-lgotnoy-ipoteke
right	https://www.mk.ru/social/2020/05/25/video-na-kotoroy-zagitovoy-ne-srazu-udalos-razdetsya-vzorvalo-internet.html	https://nevasport.ru/144042-video-s-zagitovoj-nabralo-bolshe-22-mln-prosmotrov-v-tik-tok/
right	https://ria-m.tv/news/194197/prezidenta_avstrii_ulichili_v_narushenii_karantina.html	https://www.eurointegration.com.ua/rus/news/2020/05/25/7110298/
left	https://rns.online/it-and-media/S-Kirkorova-vziskali-svishe-2-mln-rublei-dolga-za-stroiku-2020-05-25/	https://news.rambler.ru/starlife/44237412-u-kirkorova-otsudili-2-milliona/
draw	https://www.business-gazeta.ru/news/469629	https://bankir.ru/novosti/20200525/banki-smogut-obmenivatsa-informaciej-o-scetah-uridiceskih-lic-10177566/
right	https://www.rbc.ru/society/25/05/2020/5ecb6e039a7947f54e96bcd9?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews	https://www.wonderzine.com/wonderzine/life/news/250447-family
left	http://www.vremyan.ru/news/osobuyu_ekonomicheskuyu_zonu__kulibin__sozdali_v_dzerzhinske_.html	https://tass.ru/ekonomika/8555989?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews
draw	https://topspb.tv/news/2020/05/25/bolee-3-tysyach-peterburzhcev-proverili-na-koronavirus-za-sutki/	https://runews24.ru/saint-petersburg/25/05/2020/71eb28s449739a48c054a8909224d5eb
right	https://nation-news.ru/region/lenin/525201-zhitel-lenoblasti-zadushil-verevkoi-vozlyublennuyu-vo-vremya-ssory	https://topspb.tv/news/2020/05/25/v-yanino-muzhchina-zadushil-svoyu-devushku-i-vozil-ee-telo-v-stroitelnoj-telezhke-po-poselku/
right	https://www.euro-football.ru/article/34/1004367331_ibragimovich_poluchil_travmu_i_mojet_vyibyit_nadolgo	http://dynamomania.com/news/531001-ibragimovich-poluchil-travmu-na-trenirovke-milana-i-mozhet-vybyt-na-dolgij-srok
right	https://utro.ru/politics/2020/05/25/1446301.shtml	https://moscow-baku.ru/news/society/mishustin_prizval_rossiyan_otkazatsya_ot_otpuska_za_granitsey/
left	https://inforesist.org/ssha-prigrozili-kitayu-sankcziyami-v-sluchae-ogranicheniya-avtonomii-gonkonga/	https://www.mk.ru/politics/2020/05/25/kitay-sdelal-ssha-strogoe-predstavlenie-za-zayavleniya-po-gonkongu.html
right	https://info24.ru/news/amerikanskie-voennye-pokazali-unichtozhenie-bespilotnika-lazernym-oruzhiem-video.html	https://www.5.ua/ru/myr/ssha-vpervie-uspeshno-yspitaly-boevoi-lazer-kotorii-mozhet-sbyvat-letatelnie-apparati-215737.html
right	https://racurs.ua/n138699-karantin-v-kievskoy-oblasti-oslabyat-v-oga-nazvali-datu-video.html	https://glavnoe.ua/news/n357027612-v-kievskoj-oblasti-zavtra-smjagchaetsja-karantin
right	https://rns.online/consumer-market/Rospotrebnadzor-potreboval-priostanovit-rabotu-sklada-Krasnogo-i-Belogo-2020-05-25/	https://agenda-u.org/news/rospotrebnadzor-podal-v-sud-na-souchreditelya-seti-magazinov-krasnoe-i-beloe-v-ekaterinburge
right	https://www.rosbalt.ru/world/2020/05/25/1845256.html	https://sputnik.by/health/20200525/1044759935/Peresadku-legkikh-bolnoy-COVID-19-proveli-vrachi-v-Vene.html
right	https://naviny.by/new/20200525/1590421781-kinostudiya-disney-vypustila-multfilm-o-gee	https://www.wonderzine.com/wonderzine/entertainment/entertainment-news/250455-out-pixar
right	https://moika78.ru/news/2020-05-25/420500-pyaterochku-v-nevskom-rajone-zakryli-posle-video-s-izyskanno-uzhinayushhimi-krysami/	https://www.dp.ru/a/2020/05/25/Pjaterochku_v_Nevskom_raj
right	https://www.znak.com/2020-05-25/v_ekaterinburge_proshel_uragan_on_valil_derevya_raskachival_doma_ostanavlival_transport	https://news-r.ru/news/ekaterinburg/479577/
right	https://lenta.ru/news/2020/05/25/two/	https://theins.ru/news/221445
left	https://www.rbc.ru/rbcfreenews/5ecbf5409a79474264dc86df	https://iz.ru/1015267/2020-05-25/v-peterburge-nachali-rassledovanie-smerti-zhenshchiny
right	https://shazoo.ru/2020/05/25/94746/anonsirovana-detektivnaya-igra-sherlock-holmes-chapter-one	https://itc.ua/blogs/ukrainskaya-studiya-frogwares-anonsirovala-igru-sherlock-holmes-chapter-one-o-yunom-sherloke-holmse-reliz-naznachen-na-2021-god-na-pk-xbox-i-ps-trejler/
left	https://tass.ru/mezhdunarodnaya-panorama/8555997	https://strana.ua/news/269275-posol-hruzii-mozhet-vernutsja-v-ukrainu-no-est-uslovija.html
right	https://ria-m.tv/news/194252/fillip_kirkorov_popal_na_millionyi_chto_sluchilos.html	https://glavcom.ua/scotch/showbiz/kirkorov-pogryaz-v-dolgah-u-pevca-otsudili-bolshe-dvuh-millionov-682533.html
left	https://planet-today.ru/novosti/nauka/item/122308-uchenye-iz-argentiny-dopustili-sushchestvovanie-superrasprostranitelej-koronavirusa	https://lenta.ru/news/2020/05/25/korona/
left	https://slovodel.com/561415-lukashenko-gotov-na-peregovory-s-si-czinpinom-s-celyu-sotrudnichestva-v-raketostroenii	https://vestikavkaza.ru/news/lukasenko-gotovit-rakety-dla-nezavisimosti-ot-kitaa.html
right	https://pg21.ru/news/64571	https://tass.ru/ekonomika/8555211
left	https://rueconomics.ru/443827-sberbank-zanyal-shestoe-mesto-v-desyatke-mirovyh-liderov-po-prirostu-akcionernoi-aktivnosti	https://www.baikal-daily.ru/news/45/391116/
right	https://rns.online/economy/Dlya-predprinimatelei-razrabotali-sposob-popast-pod-kriterii-gospodderzhki-2020-05-25/	https://www.klerk.ru/buh/news/500049/
right	https://www.1tv.ru/news/2020-05-25/386487-glava_pravitelstva_otmetil_polozhitelnuyu_dinamiku_v_situatsii_s_vyplatami_medrabotnikam	https://www.mos.ru/mayor/themes/18299/6532050/
left	https://realty.ria.ru/20200525/1571942061.html	https://lenta.ru/news/2020/05/25/sbrf_refinance/
right	https://lenta.ru/news/2020/05/25/buran/?utm_referrer=https%3A%2F%2Fzen.yandex.com%2F%3Ffrom%3Dspecial&utm_campaign=dbr&utm_source=YandexZenSpecial	https://www.interfax.ru/russia/710133
right	https://news.rambler.ru/community/44233511-v-primore-otets-s-detmi-ushel-v-les-chtoby-perezhdat-epidemiyu-covid-19/	https://www.nakanune.ru/news/2020/05/25/22574363/
right	https://apostrophe.ua/news/society/2020-05-25/kogda-ukrzaliznyitsya-vozobnovit-prodaju-biletov-poyavilos-vajnoe-zayavlenie/198276	https://ua.news/ru/mynystr-transporta-obyasnyl-kogda-nachnetsya-prodazha-byletov-na-poezda/
left	https://interfax.com.ua/news/general/664418.html	https://atn.ua/obshchestvo/v-ukraine-budut-optimizirovat-testirovaniya-na-covid-19
bad	https://www.tvtomsk.ru/news/59317-zamorozki-grozy-i-shkvalistyj-veter-mchs-objavilo-operativnoe-preduprezhdenie-v-tomskoj-oblasti.html	https://eburg.mk.ru/social/2020/05/25/v-sverdlovskoy-oblasti-obyavili-shtormovoe-preduprezhdenie-liven-grad.html
right	https://rns.online/economy/Putin-obsudil-siriiskoe-uregulirovanie-s-premerom-Iraka-2020-05-25/	https://rueconomics.ru/443862-vladimir-putin-obsudil-s-premer-ministrom-iraka-mery-po-stabilizacii-rynka-nefti
right	https://www.nakanune.ru/news/2020/05/25/22574368/	https://pasmi.ru/archive/270336/
right	https://rueconomics.ru/443924-redakciya-novoi-gazety-opolchilas-protiv-dmitriya-muratova	https://nation-news.ru/525413-glavred-novoi-gazety-muratov-mozhet-lishitsya-dohoda-ot-publikacii-zakaznyh-statei
bad	https://provladimir.ru/2020/05/25/mezhdunarodnyj-den-propavshih-detej-chto-nuzhno-pomnit-roditeljam/	https://www.kommersant.ru/doc/4355832
left	https://kurer-sreda.ru/2020/05/25/561553-xajpozhorom-nazval-shnura-prigozhin-v-otvet-na-stixi-o-kashe-iz-botvy-bedstvuyushhix-v-koronavirus-artistov	https://privet-rostov.ru/rus/54151-kolesa-kakie-glotaesh-shnurovu-mstit-za-zhenu-sobralsja-prigozhin.html
left	https://inforeactor.ru/304428-boeviki-igil-ustroili-ataku-v-tylu-lna-v-moment-nastupleniya-pns	https://polit.info/496649-terroristy-ig-podorvali-broneavtomobili-sil-lna
draw	https://ria-m.tv/news/194241/hudojnik_pokazal_kak_geroi_simpsonov_vyiglyadeli_byi_v_realnoy_jizni_spoyler_ochen_kripovo.html	https://apostrophe.ua/article/lime/lifestyle/2020-05-25/hudojnik-pokazal-kak-geroi-simpsonov-vyiglyadeli-byi-v-realnoy-jizni-spoyler-ochen-kripovo/33000
left	https://www.epravda.com.ua/rus/news/2020/05/25/660934/	https://oligarh.media/2020/05/25/sud-razreshil-smenit-rukovodstvo-tsentrenergo/
draw	https://www.kasparov.ru/material.php?id=5ECBF845D7EE0	https://www.kommersant.ru/doc/4356407
bad	https://www.ntv.ru/novosti/2344623/	https://kurer-sreda.ru/2020/05/25/561553-xajpozhorom-nazval-shnura-prigozhin-v-otvet-na-stixi-o-kashe-iz-botvy-bedstvuyushhix-v-koronavirus-artistov
right	https://moscow-baku.ru/news/shoubiznes/petrosyan_vpervye_opublikoval_foto_s_zhenoy/	https://www.nakanune.ru/news/2020/05/25/22574436/
right	https://bombardir.ru/news/604542-SE-Feduna-vypisali-iz-bolnicy%20	https://nevasport.ru/144162-fedun-vypisalsya-no-eshhe-ne-vse-horosho-budu-dolechivatsya-doma/
right	https://www.dsnews.ua/economics/wizz-air-sdvinula-datu-vozobnovleniya-poletov-v-ukrainu-25052020131000	https://nikvesti.com/news/public/189057
right	https://tass.ru/ural-news/8554381	https://agenda-u.org/news/rospotrebnadzor-podal-v-sud-na-souchreditelya-seti-magazinov-krasnoe-i-beloe-v-ekaterinburge
right	https://nv.ua/opinion/zelenskiy-i-investicii-v-chem-nuzhdaetsya-ekonomika-strany-novosti-ukrainy-50090244.html	https://riafan.ru/1279636-ukrainskii-ekonomist-zapodozril-zelenskogo-v-upotreblenii-trankvilizatorov
left	https://www.pnp.ru/social/v-moskve-za-sutki-skonchalis-76-pacientov-s-koronavirusom.html	https://www.interfax.ru/moscow/710258
right	https://rueconomics.ru/443878-v-avstralii-ustanovlen-rekord-skorosti-interneta	https://www.iphones.ru/iNotes/avstraliyskie-uchenye-dostigli-skorosti-interneta-v-442-tbits-eto-absolyutnyy-rekord-05-25-2020
right	https://www.interfax.ru/world/710173	https://1prime.ru/state_regulation/20200525/831507674.html
right	https://polit.info/496599-rossiyane-podelilis-kak-izmenilas-ih-zarplata-vo-vremya-pandemii-koronavirusa	https://www.mk.ru/economics/2020/05/25/bolshey-chasti-rossiyan-urezali-zarplaty-vo-vremya-pandemii.html
left	https://www.sportsdaily.ru/news/ximkinskij-klub-obedinilsya-s-dolgoprudnym-bilyaletdinov-vozglavit-komandu	https://www.pravda.ru/news/sport/1500982-dolgoprudnyj/
left	https://www.bfm.ru/news/444485	https://www.facenews.ua/news/2020/481170/
left	https://www.dsnews.ua/society/ukrainskie-voennye-unichtozhili-pozitsii-boevikov-lnr-video--25052020111800	https://donpress.com/news/25-05-2020-vsu-nanesli-yuvelirnyy-udar-po-poziciyam-nvf-opublikovano-effektnoe-video
right	https://realnoevremya.ru/news/175744-na-okonchanie-rekonstrukcii-chernogo-ozera-potratyat-75-mln	https://tatcenter.ru/news/v-parke-chernoe-ozero-vysadyat-18-tys-kustarnikov/
right	https://nation-news.ru/525348-vehov-prizval-otkazatsya-ot-whatsapp-v-polzu-bezopasnyh-rossiiskih-analogov	https://newinform.com/227220-vehov-schitaet-novyi-zakon-ssha-ugrozoi-dlya-polzovatelei-whatsapp-i-facebook
left	https://www.interfax.ru/russia/710094	https://fedpress.ru/expert-opinion/2504076
right	https://ura.news/news/1052433361	https://saratov24.tv/news/rospotrebnadzor-nasekomye-vryad-li-mogut-byt-perenoschikami-koronavirusa/
left	https://politexpert.net/region/msk/198075-sobyanin-soobshchil-o-dalneishem-smyagchenii-mer-po-covid-19-v-moskve	https://argumentiru.com/2020/05/sm-512823
left	https://tass.ru/ekonomika/8556289	https://polit.info/496600-bank-rossii-snizil-oficialnyi-kurs-dollara-na-26-maya
left	https://www.kommersant.ru/doc/4356516	https://www.interfax.ru/russia/710238
right	https://lenta.ru/news/2020/05/23/coronavirusnewinfo/?utm_source=dlvr.it&utm_medium=twitter	https://lb.ua/society/2020/05/25/458276_mire_koronavirusom_zaboleli_54_mln.html
right	https://moscow-baku.ru/news/economy/belarus_nashla_dva_novykh_mestorozhdeniya_nefti/	https://rns.online/energy/V-Belorussii-soobschili-ob-otkritii-dvuh-mestorozhdenii-nefti-2020-05-25/
right	https://runews24.ru/moscow/25/05/2020/71eb28s6b3df2d42e555a29926930a11	https://politexpert.net/region/msk/198024-vlasti-moskvy-za-sutki-ot-covid-19-izlechilis-eshche-3-746-pacientov-stolichnyh-klinik
right	https://isport.ua/football/europe/1847715-matteus-gettse-nuzhno-perejti-v-gertu	https://football.ua/germany/422472-lotar-matteus-posovetoval-getce-perejjti-v-gertu.html
right	https://for-ua.com/article/1199358	https://ukranews.com/news/704406-koronavirus-u-deputata-mejdicha-batkivshhina-zavershila-samoizolyatsiyu
right	https://lenta.ru/news/2020/05/25/smertnost/	https://www.interfax.ru/russia/710086
bad	https://news.ykt.ru/article/101244	https://irkutskmedia.ru/news/949419/
left	https://www.newsru.com/world/25may2020/libyawagner.html	https://www.nakanune.ru/news/2020/05/25/22574415/
left	https://www.sportsdaily.ru/news/otecz-shherbakovoj-esli-anya-zakonchit-kareru-v-17-to-ya-rasstroyus	https://nevasport.ru/144061-papa-shherbakovoj-kogda-tvoj-rebenok-podnimaet-tselyj-zal-eto-neperedavaemye-oshhushheniya/
left	https://www.ntv.ru/novosti/2344622/	https://lenta.ru/news/2020/05/25/etap/?utm_referrer=https%3A%2F%2Fzen.yandex.com%2F%3Ffrom%3Dspecial&utm_campaign=dbr&utm_source=YandexZenSpecial
left	https://polit.info/496619-chernyshenko-soobshchil-o-gotovnosti-23-regionov-rf-k-pervomu-etapu-smyagcheniya-ogranichenii	https://www.pnp.ru/social/k-smyagcheniyu-ogranicheniy-po-koronavirusu-gotovy-23-regiona-rossii.html
right	https://www.rosbalt.ru/russia/2020/05/25/1845257.html	https://tass.ru/ekonomika/8557277
left	https://www.capital.ua/ru/news/141835-prokuratura-niderlandov-mozhet-priobschit-k-delu-mh17-opublikovannye-v-smi-zayavleniya-girkina	http://www.trud.ru/article/25-05-2020/1390211_zajavlenija_girkina_dlja_smi_mogut_popast_v_delo_mh17.html
left	https://www.5.ua/ru/obshchestvo/v-kyeve-prostylys-s-deputatom-valeryem-davidenko-kotoroho-nashly-zastrelennim-v-sobstvennom-ofyse-215797.html	https://from-ua.com/news/550014-v-feofanii-sostoyalos-proschanie-s-pogibshim-nardepom-davidenko-foto.html
left	https://www.rosbalt.ru/world/2020/05/25/1845343.html	https://tass.ru/mezhdunarodnaya-panorama/8560139
bad	https://moika78.ru/news/2020-05-25/420032-popova-zayavila-chto-v-rossii-net-sluchaev-smertnosti-ot-koronavirusa-na-domu/	https://66.ru/health/news/231058/
right	https://isport.ua/football/uefa/1847648-aliev-vyleteli-ot-shakhtera-v-kubke-uefa-iz-za-oshibki-semina	https://bombardir.ru/news/604532-Aliev-Dinamo-v-2009-godu-ne-vyshlo-v-final-Kubka-UEFA-iz-za-oshibki-Semina-My-dolzhny-byli-obygryvat-Shahter%20
bad	https://racurs.ua/n138691-ukrainskie-zaschitniki-na-donbasse-unichtojili-dvoih-boevikov.html	https://from-ua.com/news/549928-rossiiskie-naemniki-razbushevalis-za-sutki-oni-12-raz-obstrelyali-ukrainskie-pozicii-na-donbasse.html
right	https://www.kommersant.ru/doc/4356002	https://tvzvezda.ru/news/opk/content/20205251211-MCfmN.html
right	https://polit.info/496593-glava-vebrf-rasskazal-o-poslednem-etape-sokrashcheniya-shtata-kompanii	https://www.nakanune.ru/news/2020/05/25/22574350/
right	https://gorod-plus.tv/news/74661	https://www.dp.ru/a/2020/05/25/Pochti_1_5_mlrd_rublej_raz
draw	https://bankir.ru/novosti/20200525/v-gosdume-sprognozirovali-rost-cen-na-benzin-v-rossii-10177627/	https://advis.ru/php/view_news.php?id=5B2EA7CB-1DBA-4945-B37E-50408CD6164C
left	https://www.euro-football.ru/article/29/1004367322_jena_pogrebnyaka_o_sostoyanii_muja_koronavirus_byistro_pereros_v_dvuhstoronnyuyu_pnevmoniyu	https://www.paparazzi.ru/blogs/Alice/425386/
left	http://www.finmarket.ru/analytics/5243242	https://www.if24.ru/neft-nashhupala-komfortnyj-diapazon/
right	https://provladimir.ru/2020/05/25/glava-vladimirskogo-oblzdrava-mozaljov-uvolilsja/	http://trc33.ru/news/expert/direktor-oblastnogo-departamenta-zdravookhraneniya-aleksey-mozalyev-pokidaet-svoy-post/
left	https://rueconomics.ru/443906-novyi-kitaiskii-avtobrend-cheryexeed-poyavilsya-v-rossii	https://autorating.ru/news/2020-05-25-chery-predstavila-novyy-brend-v-rossii/
left	https://lb.ua/economics/2020/05/25/458328_ikea_priostanovila_rabotu.html	https://interfax.com.ua/news/economic/664502.html
right	https://eadaily.com/ru/news/2020/05/25/banki-regulirovanie-ekvayringa-otvlekaet-sredstva-ot-porucheniy-prezidenta	https://www.klerk.ru/buh/news/500021/
left	https://www.obozrevatel.com/sport/football/farerskij-futbolist-adrian-yustinussen-sdelal-poker-za-13-minut-zabiv-tri-gola-so-shtrafnyih.htm	https://sport.tut.by/news/football/685833.html?utm_campaign=news-feed&utm_medium=rss&utm_source=rss-news
left	https://www.sports.ru/boxing/1085735704.html	https://vringe.com/mma/news/134632-eto-vozmozhnost-stat-legendoy-sen-per-vernyetsya-chtoby-dratsya-s-khabibom.htm
draw	https://www.molnet.ru/mos/ru/culture/o_745289	https://www.metronews.ru/novosti/moscow/reviews/v-moskve-otrestavriruyut-kamernuyu-scenu-bolshogo-teatra-1675961/
draw	https://www.mk.ru/social/2020/05/25/v-rospotrebnadzore-nazvali-sroki-okonchaniya-masochnogo-rezhima-v-rossii.html	https://www.oreanda.ru/gosudarstvo/v-rospotrebnadzore-rasskazali-kogda-v-rossii-zakonchitsya-masochnyy-rejim/article1319041/
left	https://www.euro-football.ru/article/31/1004367288_myu_ne_smog_prodlit_arendu_igalo_forvard_vozvraschaetsya_v_kitay	http://fapl.ru/posts/78656/
left	https://www.rosbalt.ru/russia/2020/05/25/1845131.html	https://nation-news.ru/525191-semya-s-rebenkom-v-avtomobile-upala-v-reku-v-primore
left	https://www.intermedia.ru/news/347600	https://culturavrn.ru/cinematv/30561
right	https://for-ua.com/article/1199376	https://strana.ua/news/269265-obrushenie-mosta-v-dnepropetrovskoj-oblasti-cherez-zaliv-postrojat-pontonnyj-most.html
left	https://russian.rt.com/russia/news/749337-prokuratura-pozhar-bolnica	https://www.kommersant.ru/doc/4355835
left	http://www.angi.ru/news/2881034-%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9-%D0%9A%D1%83%D0%B4%D1%80%D0%B8%D0%BD-%D0%A3%D1%80%D0%BE%D0%B2%D0%B5%D0%BD%D1%8C-%D0%B4%D0%BE%D0%B1%D1%8B%D1%87%D0%B8-%D0%BD%D0%B5%D1%84%D1%82%D0%B8-%D0%B2-%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8-%D0%BD%D0%B5-%D1%81%D0%BD%D0%B8%D0%B7%D0%B8%D1%82%D1%81%D1%8F/	https://www.pnp.ru/politics/kudrin-zayavil-chto-uroven-neftedobychi-v-rossii-ne-upadet.html
left	https://www.sportsdaily.ru/news/kak-peterburg-otmechaet-yubilej-zenita-fanatskoe-polotno-v-czentre-goroda-zalp-iz-pushki-petropavlovskoj-kreposti-ogni-rostralnyx-kolonn	https://iz.ru/1015568/2020-05-26/bolelshchiki-zenita-otmetili-95-letie-kluba
left	https://eadaily.com/ru/news/2020/05/25/ekspert-vozobnovlenie-ukrepleniya-rublya-maloveroyatno	https://people.onliner.by/2020/05/25/dollar-i-evro-desheveyut
right	https://severpost.ru/read/96086/	https://nord-news.ru/news/2020/05/25/?newsid=121820
left	https://tass.ru/proisshestviya/8555603	https://ura.news/news/1052433328
right	https://riafan.ru/1279463-v-sovfede-obyasnili-domysly-trampa-ob-antipatii-putina-k-nemu	https://newinform.com//227210-senator-cekov-nazval-zayavleniya-trampa-ob-antipatii-putina-popytkoi-nabit-sebe-cenu
draw	https://1prime.ru/business/20200525/831505928.html	https://www.kommersant.ru/doc/4355839
right	https://www.ixbt.com/news/2020/05/25/xiaomi-smart-lock-e.html	http://4pda.ru/2020/05/25/371668/
right	https://www.rosbalt.ru/moscow/2020/05/25/1845239.html	https://news.rambler.ru/starlife/44232977-dibrov-brosil-pit-i-kurit-iz-za-malyshevoy/
right	https://tass.ru/nedvizhimost/8557875	https://www.finversia.ru/news/markets/banki-za-mesyats-poluchili-pochti-85-tys-zayavok-na-ipoteku-pod-6-5-khusnullin-75802
right	https://www.mk.ru/politics/2020/05/25/mid-rekomendoval-rossiyanam-poka-ne-ezdit-za-granicu.html	https://tvzvezda.ru/news/vstrane_i_mire/content/20205251959-Q36OD.html
left	https://dni.ru/series/2020/5/25/450679.html	https://newsbuzz.ru/archives/168465
draw	https://www.euro-football.ru/article/36/1004367385_villash-boash_ostanetsya_v_marsele	https://bombardir.ru/news/604574-Villash-Boash-reshil-ostatsya-v-Marsele%20
right	https://www.5.ua/ru/naukayt/tisiacha-fylmov-za-sekundu-uchenie-zafyksyrovaly-samuiu-visokuiu-skorost-ynterneta-215767.html	https://www.iphones.ru/iNotes/avstraliyskie-uchenye-dostigli-skorosti-interneta-v-442-tbits-eto-absolyutnyy-rekord-05-25-2020
left	https://glavnoe.ua/news/n357027610-v-luganskoj-oblasti-pogranichniki-obnaruzhili-muzhchinu-s-pachkoj-ukrainskih-i-rossijskih-pasportov	https://lb.ua/society/2020/05/25/458297_vozle_granitsi_rossiey_zaderzhali.html
right	https://www.pnp.ru/politics/kudrin-zayavil-chto-uroven-neftedobychi-v-rossii-ne-upadet.html	https://news.ykt.ru/article/101265
right	https://news-r.ru/news/kabardino_balkar_republic/479582/	https://inkazan.ru/news/culture/25-05-2020/onlayn-premiera-muzykalnogo-shou-klassika-v-chest-dvortsovoy-sostoitsya-27-maya-v-wink
left	https://news.sportbox.ru/Vidy_sporta/Basketbol/NBA/spbnews_NI1193077_Pervyj_chempionskij_persten_Brajanta_prodan_na_aukcione	https://fakty.com.ua/ru/sport/20200525-chempionskyj-persten-brajanta-prodaly-na-auktsioni/
left	https://368.media/2020/05/25/ustanovleny-lichnosti-politsejskih-zanimavshihsya-pytkami-v-kagarlyke/	https://from-ua.com/news/549992-stali-izvestni-podrobnosti-o-pitkah-i-iznasilovanii-v-policeiskom-uchastke-na-kievschine.html
right	https://topspb.tv/news/2020/05/25/v-kutuzi-9-letnij-malchik-igral-s-armaturoj-i-upal-na-nee/	https://nation-news.ru/region/lenin/525212-shkolnik-poluchil-travmu-chelyusti-igraya-s-armaturoi-v-leningradskoi-oblasti
right	https://pasmi.ru/archive/270380/	https://www.pnp.ru/economics/minoborony-poluchit-19-mlrd-rubley-na-polevye-lagerya-dlya-borby-s-covid-19.html
left	https://news.finance.ua/ru/news/-/471380/za-dva-mesyatsa-pandemii-samye-bogatye-lyudi-mira-stali-bogache-na-255-mlrd-dollarov-forbes	https://donpress.com/news/25-05-2020-stalo-izvestno-skolko-zarabotali-bogateyshie-lyudi-mira-za-vremya-pandemii
draw	https://www.sports.ru/football/1085745469.html	http://allsport-news.net/366483_chelsi_ne_budet_vyikupat_boga_za_15_mln_evro__klub_hochet_poluchit_protsent_ot_dalneyshey_prodaji.html
left	https://www.kommersant.ru/doc/4356309	https://nevasport.ru/144162-fedun-vypisalsya-no-eshhe-ne-vse-horosho-budu-dolechivatsya-doma/
left	https://interfax.com.ua/news/general/664638.html	https://tass.ru/obschestvo/8554401
bad	https://kanobu.ru/news/predstavlenyi-realme-smart-tv-umnyie-ibyudzhetnyie-televizoryi-na32-i43-dyujma-424486/	https://3dnews.ru/1011763
draw	https://www.business-gazeta.ru/news/469660	https://tatcenter.ru/news/samyj-dlinnyj-v-rossii-tramvajnyj-marshrut-poyavitsya-v-kazani/
right	https://pluggedin.ru/open/raskryta-pervaya-besplatnaya-igra-PS-Plus-v-ine-2020-24349	https://www.gametech.ru/news/70330/
bad	https://www.pnp.ru/social/volontyory-vernulis-v-priyuty-dlya-zhivotnykh-po-vsey-strane.html	https://vestikavkaza.ru/news/sobanin-smagcenie-ogranicitelnyh-mer-v-moskve-nacnetsa-v-blizajsee-vrema.html
left	https://karpovka.com/2020-05-25/ekspert-sprognoziroval-sroki-otmeny-ogranichenij-iz-za-covid-19-v-peterburge/	https://vecherka-spb.ru/2020/05/25/poyavilas-yasnost-kogda-v-peterburge-polnostyu-otmenyat-koronavirusnye-ogranicheniya/
bad	https://news-r.ru/news/krasnodar_krai/479560/	http://www.yugopolis.ru/news/36-zhitelej-kubani-bol-nyh-covid-19-nahodyatsya-v-tyazhelom-sostoyanii-na-apparatah-ivl-127052
left	https://lb.ua/society/2020/05/25/458292_lvove_medikam_bolnitsi_skoroy.html	https://telegraf.com.ua/ukraina/mestnyiy/5481743-antitela-k-koronavirusu-vo-lvove-nachali-testirovanie.html
left	https://gorobzor.ru/novosti/obschestvo/42854-v-bashkirii-zafiksirovan-rost-chisla-zarazhennyh-koronavirusom	http://ufacitynews.ru/news/2020/05/25/opublikovana-statistika-po-novym-sluchayam-zabolevaniya-koronavirusom-v-bashkirii/
left	https://1prime.ru/energy/20200525/831511090.html	https://www.m24.ru/news/proisshestviya/25052020/119130
draw	http://www.yugopolis.ru/news/onlajn-prem-era-muzykal-nogo-shou-klassika-v-chest-dvorcovoj-sostoitsya-27-maya-v-wink-127068	https://ria56.ru/posts/onlajn-premera-muzykalnogo-shou-klassika-v-chest-dvorcovoj-sostoitsya-27-maya-v-wink.htm
left	https://viva.ua/fashion-beauty/13061-v-kroshechnom-bikini-62-letnyaya-sheron-stoun-sverknula-stroynoy-figuroy	https://tv.ua/news/1847659-bez-fotoshopa-62-letnyaya-sheron-stoun-opublikovala-foto-v-bikini
right	https://newstula.ru/fn_564501.html	https://khabkrai.ru/events/news/178506
